heroId,hero,rarity,class,attack,armor,speed,enemy,winProbability,rewardOnWinBNB,expectedBNBPerFight,expectedHpLoss,hpLimitedFightsPerDay,expectedBNBPerDay
10,"Sivalas Zefen",Common,Rogue,600,300,600,5,0.609,0.00864,0.00526176,181.73000000000002,5.528262602711151,0.029088391032441426
10,"Sivalas Zefen",Common,Rogue,600,300,600,6,0.569,0.009600000000000001,0.0054624,182.93,5.491997828626784,0.02999948893909094
10,"Sivalas Zefen",Common,Rogue,600,300,600,7,0.459,0.038400000000000004,0.0176256,386.23,2.6011732977518514,0.045847240076855034
11,"Thalas One-Eye",Uncommon,Rogue,700,300,600,1,0.769,0.0048000000000000004,0.0036912000000000004,176.92999999999998,5.678240901999083,0.02095952281745902
11,"Thalas One-Eye",Uncommon,Rogue,700,300,600,2,0.739,0.00576,0.00425664,177.82999999999998,5.649503249118246,0.02404790151032669
11,"Thalas One-Eye",Uncommon,Rogue,700,300,600,3,0.699,0.00672,0.00469728,179.03,5.611635830814375,0.026359424755367747
11,"Thalas One-Eye",Uncommon,Rogue,700,300,600,4,0.659,0.007679999999999999,0.00506112,180.23,5.57427266709592,0.028212062880892504
11,"Thalas One-Eye",Uncommon,Rogue,700,300,600,5,0.619,0.00864,0.00534816,181.43,5.537403752360126,0.029614921252222332
11,"Thalas One-Eye",Uncommon,Rogue,700,300,600,6,0.579,0.009600000000000001,0.0055584,182.63,5.501019343977975,0.03057686592156718
11,"Thalas One-Eye",Uncommon,Rogue,700,300,600,7,0.469,0.038400000000000004,0.0180096,385.93,2.6031953017145533,0.04688250610575842
12,"Lady Ella of Tir",Rare,Mage,600,400,700,1,0.759,0.0051,0.0038709000000000005,169.64,5.922253965990908,0.02292445287695421
12,"Lady Ella of Tir",Rare,Mage,600,400,700,2,0.729,0.00612,0.0044614799999999994,170.84,5.880655366370274,0.026236426303953644
12,"Lady Ella of Tir",Rare,Mage,600,400,700,3,0.689,0.00714,0.00491946,172.44,5.826091178326941,0.028661222508132248
12,"Lady Ella of Tir",Rare,Mage,600,400,700,4,0.649,0.008159999999999999,0.00529584,174.04,5.772530238972062,0.030570396540757803
12,"Lady Ella of Tir",Rare,Mage,600,400,700,5,0.609,0.00918,0.00559062,175.64,5.719945130896708,0.03197803964769375
12,"Lady Ella of Tir",Rare,Mage,600,400,700,6,0.569,0.0102,0.0058038,177.24,5.668309426713482,0.0328977342507597
12,"Lady Ella of Tir",Rare,Mage,600,400,700,7,0.459,0.0408,0.018727200000000003,381.64,2.6324577161479343,0.0492985621418456
13,"Sir Bertrand",Rare,Paladin,600,600,500,1,0.759,0.0045000000000000005,0.0034155000000000006,154.46,6.504280479028211,0.02221536997612086
13,"Sir Bertrand",Rare,Paladin,600,600,500,2,0.729,0.0054,0.0039366,156.26,6.429355963078828,0.025309802684256116
13,"Sir Bertrand",Rare,Paladin,600,600,500,3,0.689,0.0063,0.004340699999999999,158.66,6.332101114273905,0.027485751306728735
13,"Sir Bertrand",Rare,Paladin,600,600,500,4,0.649,0.0072,0.0046728,161.06,6.2377447087464155,0.029147733475030253
13,"Sir Bertrand",Rare,Paladin,600,600,500,5,0.609,0.0081,0.0049329,163.45999999999998,6.146159077393232,0.030318388112873074
13,"Sir Bertrand",Rare,Paladin,600,600,500,6,0.569,0.009000000000000001,0.0051210000000000006,165.86,6.057223940616771,0.031019043799898487
13,"Sir Bertrand",Rare,Paladin,600,600,500,7,0.459,0.036000000000000004,0.016524000000000004,372.46,2.6973397486728716,0.044570842007070545
14,"Arnulf of Esplin",Rare,Knight,600,700,400,1,0.759,0.0042,0.0031877999999999997,146.87,6.840410994693931,0.02180586216888531
14,"Arnulf of Esplin",Rare,Knight,600,700,400,2,0.729,0.005039999999999999,0.0036741599999999992,148.97,6.743983102575671,0.024778472956159422
14,"Arnulf of Esplin",Rare,Knight,600,700,400,3,0.689,0.005879999999999999,0.004051319999999999,151.77,6.619563568496393,0.0268179702763208
14,"Arnulf of Esplin",Rare,Knight,600,700,400,4,0.649,0.006719999999999999,0.0043612799999999995,154.57,6.499651696905594,0.028346800952680426
14,"Arnulf of Esplin",Rare,Knight,600,700,400,5,0.609,0.00756,0.00460404,157.37,6.384006880540749,0.029392223038284832
14,"Arnulf of Esplin",Rare,Knight,600,700,400,6,0.569,0.0084,0.004779599999999999,160.17000000000002,6.2724053367715396,0.029979588547633246
14,"Arnulf of Esplin",Rare,Knight,600,700,400,7,0.459,0.0336,0.0154224,367.87,2.7309950873697164,0.04211849863545071
15,"Balen Fellwood",Rare,Rogue,700,500,500,1,0.769,0.0045000000000000005,0.0034605000000000005,161.55,6.2188249012113745,0.021520243570641966
15,"Balen Fellwood",Rare,Rogue,700,500,500,2,0.739,0.0054,0.0039906,163.05,6.1616140005562565,0.0245885368306198
15,"Balen Fellwood",Rare,Rogue,700,500,500,3,0.699,0.0063,0.0044037,165.05,6.086950395581324,0.026805103457021476
15,"Balen Fellwood",Rare,Rogue,700,500,500,4,0.659,0.0072,0.0047448,167.05,6.014074605152335,0.028535581186526802
15,"Balen Fellwood",Rare,Rogue,700,500,500,5,0.619,0.0081,0.0050139,169.05,5.942923175336868,0.02979722250882152
15,"Balen Fellwood",Rare,Rogue,700,500,500,6,0.579,0.009000000000000001,0.005211,171.05,5.8734356199397695,0.03060647301550614
15,"Balen Fellwood",Rare,Rogue,700,500,500,7,0.469,0.036000000000000004,0.016884,376.54999999999995,2.668041861082719,0.045047218782520625
16,"Helia Stormcall",Epic,Mage,800,400,700,1,0.779,0.0051,0.0039729000000000006,168.84,5.950314870828581,0.023640005950314874
16,"Helia Stormcall",Epic,Mage,800,400,700,2,0.749,0.00612,0.004583879999999999,170.04000000000002,5.908322528762041,0.027083041473141743
16,"Helia Stormcall",Epic,Mage,800,400,700,3,0.709,0.00714,0.00506226,171.64000000000001,5.853246112740023,0.02963065366667931
16,"Helia Stormcall",Epic,Mage,800,400,700,4,0.669,0.008159999999999999,0.005459039999999999,173.24,5.799187039890889,0.031657994018245955
16,"Helia Stormcall",Epic,Mage,800,400,700,5,0.629,0.00918,0.00577422,174.84,5.746117380408932,0.033179345900304864
16,"Helia Stormcall",Epic,Mage,800,400,700,6,0.589,0.0102,0.0060078,176.44,5.694010217585001,0.03420847458520717
16,"Helia Stormcall",Epic,Mage,800,400,700,7,0.479,0.0408,0.0195432,380.84000000000003,2.63798750864063,0.05155471747886556
17,"Xegis Branfyre",Epic,Mage,800,500,600,1,0.779,0.0048000000000000004,0.0037392000000000007,161.05,6.238132026021097,0.023325623271698088
17,"Xegis Branfyre",Epic,Mage,800,500,600,2,0.749,0.00576,0.0043142400000000004,162.55,6.1805669811793145,0.026664449292883047
17,"Xegis Branfyre",Epic,Mage,800,500,600,3,0.709,0.00672,0.00476448,164.55,6.105446142757202,0.029089276038243832
17,"Xegis Branfyre",Epic,Mage,800,500,600,4,0.669,0.007679999999999999,0.00513792,166.55,6.0321294673713455,0.030992598632996582
17,"Xegis Branfyre",Epic,Mage,800,500,600,5,0.629,0.00864,0.00543456,168.55,5.9605527308851824,0.03239298144915938
17,"Xegis Branfyre",Epic,Mage,800,500,600,6,0.589,0.009600000000000001,0.0056544,170.55,5.890654721727925,0.03330811805853838
17,"Xegis Branfyre",Epic,Mage,800,500,600,7,0.479,0.038400000000000004,0.0183936,376.05,2.671589317353271,0.049140145267669126
18,"Elrik the Imbuer",Epic,Ranger,900,500,500,1,0.789,0.0045000000000000005,0.0035505000000000007,160.55,6.257559406980365,0.022217464674483788
18,"Elrik the Imbuer",Epic,Ranger,900,500,500,2,0.759,0.0054,0.0040986,162.04999999999998,6.199636919411896,0.025409831877901596
18,"Elrik the Imbuer",Epic,Ranger,900,500,500,3,0.719,0.0063,0.0045297,164.05,6.124054634505929,0.027740130277921507
18,"Elrik the Imbuer",Epic,Ranger,900,500,500,4,0.679,0.0072,0.0048888000000000004,166.05,6.050293061070145,0.029578672716959728
18,"Elrik the Imbuer",Epic,Ranger,900,500,500,5,0.639,0.0081,0.0051759,168.05,5.978287193041937,0.03094301668246576
18,"Elrik the Imbuer",Epic,Ranger,900,500,500,6,0.599,0.009000000000000001,0.005391000000000001,170.05,5.907975082568054,0.031849893670124384
18,"Elrik the Imbuer",Epic,Ranger,900,500,500,7,0.489,0.036000000000000004,0.017604,375.55,2.675146219653036,0.04709327405077205
19,"Uriah the Sage",Legendary,Mage,900,500,700,1,0.789,0.0051,0.0040239,160.55,6.257559406980365,0.02517979329774829
19,"Uriah the Sage",Legendary,Mage,900,500,700,2,0.759,0.00612,0.004645079999999999,162.04999999999998,6.199636919411896,0.028797809461621804
19,"Uriah the Sage",Legendary,Mage,900,500,700,3,0.719,0.00714,0.00513366,164.05,6.124054634505929,0.031438814314977706
19,"Uriah the Sage",Legendary,Mage,900,500,700,4,0.679,0.008159999999999999,0.0055406399999999995,166.05,6.050293061070145,0.033522495745887684
19,"Uriah the Sage",Legendary,Mage,900,500,700,5,0.639,0.00918,0.0058660200000000004,168.05,5.978287193041937,0.035068752240127864
19,"Uriah the Sage",Legendary,Mage,900,500,700,6,0.599,0.0102,0.0061098,170.05,5.907975082568054,0.0360965461594743
19,"Uriah the Sage",Legendary,Mage,900,500,700,7,0.489,0.0408,0.019951200000000002,375.55,2.675146219653036,0.05337237725754166
20,"Sir Asten",Legendary,Paladin,800,700,600,1,0.779,0.0048000000000000004,0.0037392000000000007,145.47,6.906242955871985,0.02582382366059653
20,"Sir Asten",Legendary,Paladin,800,700,600,2,0.749,0.00576,0.0043142400000000004,147.57,6.8079634261075945,0.02937118813145043
20,"Sir Asten",Legendary,Paladin,800,700,600,3,0.709,0.00672,0.00476448,150.37,6.681194139726658,0.031832415854844864
20,"Sir Asten",Legendary,Paladin,800,700,600,4,0.669,0.007679999999999999,0.00513792,153.17,6.559059625192255,0.03369992362946779
20,"Sir Asten",Legendary,Paladin,800,700,600,5,0.629,0.00864,0.00543456,155.97,6.441310269864061,0.035005687140192435
20,"Sir Asten",Legendary,Paladin,800,700,600,6,0.589,0.009600000000000001,0.0056544,158.76999999999998,6.327714069349989,0.03577942643373258
20,"Sir Asten",Legendary,Paladin,800,700,600,7,0.479,0.038400000000000004,0.0183936,366.47,2.7414281190566694,0.050424732250680754
21,"Duke Duscair IV",Legendary,Paladin,900,700,500,1,0.789,0.0045000000000000005,0.0035505000000000007,144.77,6.939636408031343,0.02463917906671529
21,"Duke Duscair IV",Legendary,Paladin,900,700,500,2,0.759,0.0054,0.0040986,146.87,6.840410994693931,0.028036108502852545
21,"Duke Duscair IV",Legendary,Paladin,900,700,500,3,0.719,0.0063,0.0045297,149.67000000000002,6.7124417905438465,0.030405347578626462
21,"Duke Duscair IV",Legendary,Paladin,900,700,500,4,0.679,0.0072,0.0048888000000000004,152.47,6.5891727080127085,0.03221314753493253
21,"Duke Duscair IV",Legendary,Paladin,900,700,500,5,0.639,0.0081,0.0051759,155.27,6.470349473759886,0.03348988184123379
21,"Duke Duscair IV",Legendary,Paladin,900,700,500,6,0.599,0.009000000000000001,0.005391000000000001,158.07,6.355735830902117,0.03426377186439332
21,"Duke Duscair IV",Legendary,Paladin,900,700,500,7,0.489,0.036000000000000004,0.017604,365.77,2.746674584549574,0.04835245938641071
